text,intent
"Остановить работу и начать сначала.
",close
"Закрыть все программы и перезагрузить компьютер.
",close
"Остановить работу и отправить отзыв о программе. #240
",close
"Выход из чата.
",close
"Закрыть диалог.
",close
"Прекратить общение.
",close
"Завершить беседу.
",close
"Закрыть окно.
",close
"Покинуть комнату.
",close
"Выход из приложения.
",close
"Остановить разговор.
",close
"Закрыть текущую беседу.
",close
"Прервать связь.
",close
"Остановить чат.
",close
"Покинуть чат.
",close
"Закрыть расширенный режим.
",close
"Закрыть меню настроек.
",close
"Прервать подключение.
",close
"Завершить разговор.
",close
"Выйти из диалога.
",close
"Закончить общение.
",close
"Покинуть беседу.
",close
"Закрыть текущее окно.
",close
"Остановить текущий разговор.
",close
"Закрыть текущий чат.
",close
"Прекратить текущую беседу.
",close
"Закрыть текущее соединение.
",close
"Завершить текущую активность.
",close
"Закрыть текущее приложение.
",close
"Остановить текущий диалог.
",close
"Закрыть текущий экран.
",close
"Покинуть текущую комнату.
",close
"Закрыть текущую вкладку.
",close
"Прервать текущую связь.
",close
"Остановить текущий чат.
",close
"Закончить текущую беседу.
",close
"Покинуть текущую беседу.
",close
"Закрыть текущее меню настроек.
",close
"Прервать текущее подключение.
",close
"Завершить текущий разговор.
",close
"Выйти из текущего диалога.
",close
"Закончить текущее общение.
",close
"Покинуть текущий чат.
",close
"Закрыть текущее окно приложения.
",close
"Остановить текущий активный диалог.
",close
"Закрыть текущее соединение с сервером.
",close
"Завершить текущий процесс.
",close
"Закрыть текущую вкладку в браузере.
",close
"Покинуть текущую комнату общения.
",close
"Закрыть текущий интерфейс.
",close
"Прервать текущую связь с сервером.
",close
"Остановить текущий обмен сообщениями.
",close
"Закрыть текущее приложение.
",close
"Закрыть текущий режим.
",close
"Закрыть текущий интерфейс чата.
",close
"Прекратить текущий обмен сообщениями.
",close
"Завершить текущую сессию.
",close
"Остановить текущую передачу данных.
",close
"Закрыть текущий инструментарий.
",close
"Покинуть текущий канал связи.
",close
"Закрыть текущий экран приложения.
",close
"Прервать текущий поток данных.
",close
"Завершить текущую активность пользователя.
",close
"Закрыть текущее окно чата.
",close
"Покинуть текущий диалог.
",close
"Закрыть текущие настройки.
",close
"Остановить текущее подключение к сети.
",close
"Закончить текущую беседу в группе.
",close
"Закрыть текущий элемент интерфейса.
",close
"Прервать текущее соединение со сторонним сервисом.
",close
"Завершить текущий процесс регистрации.
",close
"Закрыть текущую вкладку в чате.
",close
"Покинуть текущий чат-бот.
",close
"Закрыть текущий файл.
",close
"Остановить текущий поток сообщений.
",close
"Закрыть текущую комнату общения. #310
",close
"Закрыть чат
",close
"Закрой окно диалога
",close
"Останови разговор
",close
"Прекратить общение
",close
"Завершить беседу
",close
"Закончить разговор
",close
"Закрыть диалог
",close
"Закрыть чат-окно
",close
"Убрать окно чата
",close
"Свернуть чат
",close
"Закрыть режим общения
",close
"Закрыть окно общения
",close
"Закончить диалог
",close
"Закончить общение
",close
"Остановить беседу
",close
"Прекратить разговор
",close
"Выход из чата
",close
"Покинуть диалог
",close
"Закрыть режим чата
",close
"Закрыть окно чатика
",close
"Свернуть окно общения
",close
"Прервать беседу
",close
"Остановить общение
",close
"Закрыть окно сообщений
",close
"Закрыть окно чата
",close
"Закончить взаимодействие
",close
"Закрыть текущую беседу
",close
"Закрыть этот диалог
",close
"Закрыть текущий чат
",close
"Остановить текущий разговор
",close
"Закрыть окно чат-бота
",close
"Закрыть окно чат-ассистента
",close
"Перестать общаться
",close
"Закрыть текущее окно диалога
",close
"Закрыть текущее окно чата
",close
"Закрыть текущее окно сообщений
",close
"Завершить текущую беседу
",close
"Завершить текущий диалог
",close
"Закрыть текущий диалог с клиентом
",close
"Закончить взаимодействие с клиентом
",close
"Закрыть текущий чат с пользователем
",close
"Закончить текущий разговор с пользователем
",close
"Закрыть текущее окно общения с пользователем
",close
"Закрыть окно диалога с клиентом
",close
"Закрыть окно чата с пользователем
",close
"Закрыть окно общения с пользователем
",close
"Завершить текущее взаимодействие
",close
"Завершить текущую сессию
",close
"Выход из режима чата
",close
"Покинуть текущий чат
",close
"Закрыть окно обмена сообщениями
",close
"Закрыть окно чата с оператором
",close
"Закрыть текущее окно чат-бота
",close
"Закрыть текущее окно чат-ассистента
",close
"Закрыть текущий чат с чат-ботом
",close
"Закрыть текущий чат с чат-ассистентом
",close
"Закончить взаимодействие с чат-ботом
",close
"Закончить взаимодействие с чат-ассистентом
",close
"Покинуть текущий режим общения
",close
"Закрыть окно диалога с оператором
",close
"Закрыть текущее окно обмена сообщениями
",close
"Закрыть текущее окно сообщений с клиентом
",close
"Завершить текущую беседу с клиентом
",close
"Завершить текущий диалог с клиентом
",close
"Закончить взаимодействие с пользователем
",close
"Закрыть текущий чат с клиентом
",close
"Закончить разговор с оператором #380
",close
"Закрой приложение.
",close
"Выход из мессенджера.
",close
"Останови работу моего чата.
",close
"Закончить работу с приложением.
",close
"Приостановить диалог.
",close
"Прекратить работу с этим приложением.
",close
"Завершить сессию.
",close
"Закрыть окно мессенджера.
",close
"Выйти из чата.
",close
"Конец работы с программой.
",close
"Прекратить обработку голосовых сообщений.
",close
"Выключить мессенджер.
",close
"Завершить текущую сессию.
",close
"Закончить использование приложения.
",close
"Остановить диалог.
",close
"Завершить работу с чатом.
",close
"Прекратить работу с приложением мессенджера.
",close
"Закрыть текущий чат.
",close
"Выход из мессенджера и завершение работы.
",close
"Закончить работу с текущим диалогом.
",close
"Прекратить обработку сообщений.
",close
"Завершить работу с приложением чата.
",close
"Остановить работу мессенджера.
",close
"Закрыть окно чата.
",close
"Выйти из текущей сессии.
",close
"Завершить диалог.
",close
"Закрыть текущее окно мессенджера.
",close
"Прекратить использование приложения мессенджера.
",close
"Завершить работу с текущим чатом.
",close
"Остановить обработку сообщений.
",close
"Закончить работу с этим чатом.
",close
"Прекратить работу с приложением чата и выйти.
",close
"Завершить текущий диалог.
",close
"Закрыть текущий чат и завершить работу.
",close
"Выход из приложения.
",close
"Прекратить работу мессенджера.
",close
"Закончить работу с моим чатом.
",close
"Остановить текущую сессию.
",close
"Завершить текущую работу с чатом.
",close
"Закрыть окно текущего диалога.
",close
"Конец работы с мессенджером.
",close
"Прекратить работу с приложением чата и закрыть его.
",close
"Завершить текущий сеанс.
",close
"Закрыть активное окно мессенджера.
",close
"Выйти из текущего диалога.
",close
"Завершить работу с чатом и выйти.
",close
"Закрыть текущую сессию мессенджера.
",close
"Остановить работу текущего диалога.
",close
"Завершить сеанс чата.
",close
"Закончить работу с приложением и выйти.
",close
"Прекратить работу мессенджера и закрыть его окно.
",close
"Завершить текущую сессию чата.
",close
"Закрыть активный диалог.
",close
"Выйти из приложения чата.
",close
"Завершить текущий диалог и вернуться в главное меню.
",close
"Закончить работу с чатом и завершить ее.
",close
"Прекратить работу мессенджера и закрыть его окно.
",close
"Завершить текущий диалог и выйти в главное меню приложения.
",close
"Остановить текущий диалог и выйти из чата.
",close
"Закончить работу с приложением и закрыть его окно.
",close
"Прекратить работу мессенджера и выйти из него. #440
",close
"""Отключиться""
",close
"""Прекратить использование приложения""
",close
"""Завершить процесс""
",close
"""Закрыть документ""
",close
"""Остановить работу""
",close
"""Закрыть экран""
",close
"""Завершить работу приложения""
",close
"""Закрыть окно на весь экран""
",close
"""Выйти из программы""
",close
"""Прекратить сеанс""
",close
"""Закрыть попап""
",close
"""Перейти в оффлайн""
",close
"""Завершить задачу""
",close
"""Покинуть диалог""
",close
"""Закрыть текущий процесс""
",close
"""Закрыть модальное окно""
",close
"""Деактивировать приложение""
",close
"""Отключиться от сервера""
",close
"""Закрыть все вкладки""
",close
"""Закрыть фрейм""
",close
"""Закрыть главное меню""
",close
"""Закрыть панель инструментов""
",close
"""Закрыть панель навигации""
",close
"""Закрыть всплывающее окно""
",close
"""Завершить работу утилиты""
",close
"""Покинуть страницу""
",close
"""Выход из системы""
",close
"""Прекратить использование сервиса""
",close
"""Закрыть текущую задачу""
",close
"""Закрыть контекстное меню""
",close
"""Закрыть виджет""
",close
"""Закрыть блок""
",close
"""Закрыть подменю""
",close
"""Закрыть плагин""
",close
"""Закрыть локальный процесс""
",close
"""Закрыть панель поиска""
",close
"""Закрыть слой""
",close
"""Закрыть выпадающее меню""
",close
"""Прекратить процесс""
",close
"""Закрыть текущую вкладку""
",close
"""Убрать с экрана""
",close
"""Перестать работать с приложением""
",close
"""Закрыть элемент управления""
",close
"""Закрыть фрейм на весь экран""
",close
"""Выход из системы и закрытие приложения""
",close
"""Закрыть рабочий стол""
",close
"""Закрыть подменю настройки""
",close
"""Закрыть редактор""
",close
"""Закрыть таскбар""
",close
"""Закрыть всплывающее окно с предупреждением""
",close
"""Закончить работу с виджетом""
",close
"""Закрыть текущую страницу""
",close
"""Закрыть зависший процесс"" #500
",close
"Удалить сообщение.
",delete
"Убрать это сообщение.
",delete
"Уничтожить это сообщение.
",delete
"Удали это.
",delete
"Стереть это из чата.
",delete
"Избавиться от этого сообщения.
",delete
"Очистить чат от этого сообщения.
",delete
"Удалить эту беседу.
",delete
"Забыть об этом сообщении.
",delete
"Удалить это навсегда.
",delete
"Я хочу удалить это сообщение.
",delete
"Удалить это сообщение навсегда.
",delete
"Удалить все сообщения в этой беседе.
",delete
"Удалить выбранное сообщение.
",delete
"Удалить последнее сообщение.
",delete
"Удалить сообщение, которое только что отправил.
",delete
"Хочу удалить это сообщение из истории.
",delete
"Удалить сообщение передуманной покупки.
",delete
"Удалить сообщение о предложении товара.
",delete
"Я бы хотел удалить свою старую запись.
",delete
"Удалить сообщение с адресом сайта.
",delete
"Удалить сообщение, которое содержит ошибку.
",delete
"Удалить ответ на это сообщение.
",delete
"Удалить сообщение по тэгу ""спам"".
",delete
"Хочу удалить все сообщения, помеченные как спам.
",delete
"Удалить сообщение с нежелательной рекламой.
",delete
"Хочу удалить сообщение, которое содержит мат.
",delete
"Удалить сообщение с оскорблениями.
",delete
"Удалить сообщение о проведении вечеринки.
",delete
"Удалить сообщение о несостоявшейся встрече.
",delete
"Я хочу удалить свою старую фотографию профиля.
",delete
"Удалить старый статус из беседы.
",delete
"Стереть это сообщение из памяти моих друзей.
",delete
"Очистить все сообщения этого контакта.
",delete
"Удалить все сообщения за прошедший год.
",delete
"Удалить все сообщения перед началом учебного года.
",delete
"Удалить все сообщения из этой группы.
",delete
"Удалить все сообщения по запросу ""реклама"".
",delete
"Удалить все сообщения со ссылками на определенный сайт.
",delete
"Удалить все сообщения, которые я отправил на этой неделе.
",delete
"Хочу удалить все сообщения, которые я отправлял вчера.
",delete
"Удалить все сообщения, которые друг отправил мне вчера.
",delete
"Удалить все сообщения до определенной даты.
",delete
"Удалить все сообщения после определенной даты.
",delete
"Удалить все сообщения, которые содержат определенное слово.
",delete
"Хочу удалить все сообщения в этой группе, кроме одного.
",delete
"Удалить все сообщения с номером телефона.
",delete
"Удалить все сообщения, которые содержат мои личные данные.
",delete
"Удалить все сообщения, связанные с прошедшими праздниками.
",delete
"Хочу удалить все сообщения, которые были отправлены в ночное время.
",delete
"Удали все сообщения от неизвестных людей.
",delete
"Удалить все сообщения с предложением подписаться на что-то.
",delete
"Я хочу удалить все сообщения, которые были отправлены с ошибкой.
",delete
"Удалить все сообщения, которые я отправлял, когда был пьян.
",delete
"Удалить все сообщения после определенного времени.
",delete
"Хочу удалить все сообщения до определенного времени. #56
",delete
"Удалить последнее сообщение.
",delete
"Удали мою историю переписки с этим контактом.
",delete
"Удалить все мои сообщения в этой беседе.
",delete
"Удалить все сообщения до определенной даты.
",delete
"Удалить это сообщение и оставить только текст.
",delete
"Удали все прикрепленные файлы из этой беседы.
",delete
"Удалить все голосовые сообщения в этой беседе.
",delete
"Удалить все фото и видео из этой беседы.
",delete
"Удалить все сообщения от этого пользователя.
",delete
"Удалить все сообщения после определенной даты.
",delete
"Удалить все сообщения между двумя датами.
",delete
"Удали все сообщения, которые содержат слово ""спам"".
",delete
"Удалить все сообщения, которые содержат ссылку.
",delete
"Удалить сообщение с этой картинкой.
",delete
"Удалить сообщение с этим видео.
",delete
"Удалить сообщение с этим аудио.
",delete
"Удалить сообщение с этим файлом.
",delete
"Удалить все сообщения, которые я отправил в эту беседу.
",delete
"Удалить все сообщения, которые я получил из этой беседы.
",delete
"Удали все мои сообщения в этом чате, кроме последнего.
",delete
"Удалить все сообщения смайликов в этой беседе.
",delete
"Удалить все сообщения смайликов от определенного пользователя.
",delete
"Удалить все сообщения, которые содержат определенный текст.
",delete
"Удалить все сообщения, которые я отправил определенному пользователю.
",delete
"Удалить все сообщения, которые этот пользователь отправил мне.
",delete
"Удалить сообщение после того, как оно было прочитано.
",delete
"Удалить сообщение, которое я отправил по ошибке.
",delete
"Удалить все сообщения, которые были отправлены в определенное время.
",delete
"Удалить все сообщения из групповой беседы, кроме моих.
",delete
"Удалить все сообщения из групповой беседы, кроме сообщений администратора.
",delete
"Удалить все сообщения, которые были отправлены в определенный день.
",delete
"Удалить все сообщения, которые были отправлены в определенный месяц.
",delete
"Удалить все сообщения, которые были отправлены в определенный год.
",delete
"Удалить все сообщения, содержащие конкретные ключевые слова.
",delete
"Удалить все сообщения, которые были отправлены со специальной функцией.
",delete
"Удалить все сообщения, которые были отправлены с использованием определенного языка.
",delete
"Удалить все сообщения, которые были отправлены с определенного устройства.
",delete
"Удалить все сообщения по тегу.
",delete
"Удалить все сообщения от неактивных пользователей.
",delete
"Удалить все сообщения в определенной категории.
",delete
"Удалить все сообщения, отмеченные как непрочитанные.
",delete
"Удалить все сообщения, отмеченные мной как важные.
",delete
"Удалить все сообщения, которые были отправлены из определенного региона.
",delete
"Удалить все сообщения, которые были отправлены из определенного города.
",delete
"Удалить все сообщения, которые были отправлены с определенной операционной системы. #100
",delete
"Удали последнее сообщение.
",delete
"Убери это сообщение.
",delete
"Избавься от этого сообщения.
",delete
"Стереть это сообщение.
",delete
"Удалить это сообщение из истории.
",delete
"Удалить это сообщение навсегда.
",delete
"Удалить это сообщение из чата.
",delete
"Удалить это сообщение из диалога.
",delete
"Убрать это сообщение из диалога.
",delete
"Удалить все сообщения в этом чате.
",delete
"Очистить историю сообщений.
",delete
"Убрать все сообщения в этом диалоге.
",delete
"Удалить всю историю сообщений в этом чате.
",delete
"Удалить все сообщения в чате истории.
",delete
"Убрать все сообщения из этого чата.
",delete
"Удалить все сообщения от пользователя.
",delete
"Убрать все сообщения данного пользователя.
",delete
"Удалить все сообщения этого участника.
",delete
"Убрать все сообщения этого человека.
",delete
"Удалить все сообщения от этого пользователя за последний час.
",delete
"Убрать все сообщения данного пользователя за последний час.
",delete
"Удалить все сообщения этого участника за последний час.
",delete
"Убрать все сообщения этого человека за последний час.
",delete
"Удалить все сообщения от этого пользователя за сегодня.
",delete
"Убрать все сообщения данного пользователя за сегодня.
",delete
"Удалить все сообщения этого участника за сегодня.
",delete
"Убрать все сообщения этого человека за сегодня.
",delete
"Удалить все сообщения, содержащие определенное слово.
",delete
"Убрать все сообщения, где встречается определенное слово.
",delete
"Удалить все сообщения, которые были отправлены в определенный период времени.
",delete
"Убрать все сообщения, отправленные в указанные даты.
",delete
"Удалить все сообщения до определенной даты.
",delete
"Убрать все сообщения после определенной даты.
",delete
"Удалить все сообщения с определенного номера телефона.
",delete
"Убрать все сообщения от определенного номера телефона.
",delete
"Удалить все сообщения из группы.
",delete
"Убрать все сообщения из этой группы.
",delete
"Удалить все сообщения в этом канале.
",delete
"Убрать все сообщения из этого канала.
",delete
"Удалить все сообщения в личных сообщениях.
",delete
"Убрать все сообщения в приватных сообщениях.
",delete
"Удалить все сообщения в директе.
",delete
"Убрать все сообщения в подкастах.
",delete
"Удалить все сообщения в голосовых сообщениях.
",delete
"Убрать все голосовые сообщения.
",delete
"Удалить все аудиосообщения.
",delete
"Убрать все видеосообщения.
",delete
"Удалить все сообщения с файлами.
",delete
"Убрать все сообщения с изображениями.
",delete
"Удалить все сообщения со стикерами.
",delete
"Убрать все сообщения со смайликами.
",delete
"Удалить все сообщения с гифками.
",delete
"Убрать все сообщения со ссылками.
",delete
"Удалить все сообщения с музыкой.
",delete
"Убрать все сообщения с песнями.
",delete
"Удалить все сообщения с аудиозапис #150
",delete
"Удали последнее сообщение.
",delete
"Стереть всю переписку с этим пользователем.
",delete
"Удалить чат с этим контактом.
",delete
"Удалить все сообщения из этого чата.
",delete
"Очистить историю переписки в этом чате.
",delete
"Удалить фото из чата.
",delete
"Стереть запись голосового сообщения.
",delete
"Удалить все фото из этой беседы.
",delete
"Удалить файлы из диалога.
",delete
"Стереть все видео из диалога.
",delete
"Удалить все контакты из списка.
",delete
"Очистить список заблокированных контактов.
",delete
"Стереть все сообщения от этого пользователя.
",delete
"Удалить прикрепленный документ.
",delete
"Удалить стикер из диалога.
",delete
"Удалить аудиозапись из чата.
",delete
"Стереть все ссылки, отправленные в этом чате.
",delete
"Удалить все сообщения за последний час.
",delete
"Очистить все сообщения от меня в этом диалоге.
",delete
"Удалить все смайлики из этого чата.
",delete
"Удалить все сообщения до определенной даты.
",delete
"Удалить все сообщения, содержащие определенное слово/фразу.
",delete
"Удалить все сообщения, отправленные за последние 24 часа.
",delete
"Стереть все фото, отправленные в этом диалоге.
",delete
"Удалить все видео до конкретной даты.
",delete
"Удалить все голосовые сообщения, длиннее 1 минуты.
",delete
"Удалить все голосовые сообщения, отправленные мной.
",delete
"Удалить самое раннее сообщение в диалоге.
",delete
"Удалить самое старое фото в диалоге.
",delete
"Удалить все сообщения, отправленные в выходные дни.
",delete
"Стереть все сообщения от пользователей с низким рейтингом.
",delete
"Удалить все сообщения, содержащие ссылки на спам-сайты.
",delete
"Удалить все сообщения, содержащие оскорбления.
",delete
"Удалить все сообщения, отправленные в период отпуска.
",delete
"Удалить все сообщения, содержащие мою личную информацию.
",delete
"Удалить все сообщения, содержащие рекламу.
",delete
"Стереть все сообщения, отправленные после определенного времени.
",delete
"Удалить все сообщения, содержащие материалы для взрослых.
",delete
"Удалить все сообщения от этого контакта за последний месяц.
",delete
"Удалить все сообщения, отправленные мной в этом диалоге.
",delete
"Стереть все сообщения, содержащие спам-ботов.
",delete
"Удалить все сообщения с определенным типом файла.
",delete
"Удалить все сообщения от пользователей с низким уровнем активности.
",delete
"Удалить все сообщения, отправленные на определенный номер телефона.
",delete
"Удалить все сообщения, отправленные из определенного региона.
",delete
"Удалить все сообщения, содержащие фейковые новости.
",delete
"Удалить все сообщения от контактов, не входящих в список друзей.
",delete
"Удалить все сообщения, содержащие неприличные выражения.
",delete
"Удалить все сообщения, отправленные в рабочее время. #200
",delete
"Удалить это сообщение.
",delete
"Стереть этот диалог.
",delete
"Убрать это из чата.
",delete
"Уничтожить эту переписку.
",delete
"Удалить этот разговор.
",delete
"Стереть все мои сообщения из этой беседы.
",delete
"Удалить все мои сообщения в этом диалоге.
",delete
"Очистить это обсуждение.
",delete
"Удалить это из моей истории.
",delete
"Убрать это из моего журнала сообщений.
",delete
"Удалить все свои сообщения из этого чата.
",delete
"Стереть все свои комментарии в этом чате.
",delete
"Удалить это из моих уведомлений.
",delete
"Избавиться от этого сообщения.
",delete
"Удалить это из моих исходящих сообщений.
",delete
"Стереть все сообщения от этого контакта.
",delete
"Удалить все сообщения до определенного времени.
",delete
"Убрать все сообщения после определенного времени.
",delete
"Удалить все сообщения за последний час.
",delete
"Стереть все сообщения за последний день.
",delete
"Удалить все сообщения, кроме тех, которые я отметил.
",delete
"Очистить мою историю сообщений.
",delete
"Удалить этот диалог из моих чатов.
",delete
"Убрать это из моих избранных.
",delete
"Удалить это из моего списка контактов.
",delete
"Очистить все мои чаты.
",delete
"Удалить все мои избранные.
",delete
"Убрать все мои контакты.
",delete
"Удалить все мои уведомления.
",delete
"Стереть все свои сообщения за последний месяц.
",delete
"Удалить все свои сообщения в течение определенного периода времени.
",delete
"Убрать все сообщения с ключевым словом ""спам"".
",delete
"Удалить все сообщения с изображением.
",delete
"Стереть все сообщения с видео.
",delete
"Удалить все сообщения с аудиофайлами.
",delete
"Убрать все сообщения с голосовыми сообщениями.
",delete
"Удалить все сообщения с файлами PDF.
",delete
"Убрать все сообщения, которые были отправлены до моей регистрации в приложении.
",delete
"Удалить все сообщения, которые были отправлены после моего выхода из приложения.
",delete
"Очистить все сообщения через определенный интервал времени.
",delete
"Удалить все сообщения, которые я отправил/получил в течение последней недели.
",delete
"Убрать все сообщения, которые я отправил/получил в течение последнего месяца.
",delete
"Очистить все сообщения с определенным контактом.
",delete
"Удалить все сообщения, содержащие конкретное слово или фразу.
",delete
"Стереть все сообщения, которые были прочитаны.
",delete
"Удалить все сообщения, которые еще не были прочитаны.
",delete
"Убрать все сообщения из группового чата.
",delete
"Удалить это сообщение и заблокировать отправителя.
",delete
"Стереть это сообщение и поместить отправителя в черный список.
",delete
"Удалить все сообщения от этого отправителя.
",delete
"Убрать все сообщения до определенной даты.
",delete
"Удалить все сообщения после определенной даты. #250
",delete
"Удалить это сообщение.
",delete
"Стереть это сообщение из чата.
",delete
"Убрать это сообщение из истории.
",delete
"Удалить эту фотографию.
",delete
"Стереть эту фотографию из чата.
",delete
"Убрать эту фотографию из истории.
",delete
"Удалить этот файл.
",delete
"Стереть этот файл из чата.
",delete
"Убрать этот файл из истории.
",delete
"Удалить этот видео-запись.
",delete
"Стереть эту видео-запись из чата.
",delete
"Убрать эту видео-запись из истории.
",delete
"Удалить этот аудио-файл.
",delete
"Стереть этот аудио-файл из чата.
",delete
"Убрать этот аудио-файл из истории.
",delete
"Удалить все сообщения от пользователя.
",delete
"Удалить все сообщения в чате.
",delete
"Стереть все сообщения в чате.
",delete
"Убрать все сообщения из истории.
",delete
"Очистить историю чата.
",delete
"Удалить переписку с пользователем.
",delete
"Удалить чат с пользователем.
",delete
"Удалить групповой чат.
",delete
"Удалить все сообщения в групповом чате.
",delete
"Очистить историю группового чата.
",delete
"Удалить пользователя из группового чата.
",delete
"Убрать пользователя из группового чата.
",delete
"Исключить пользователя из группового чата.
",delete
"Удалить этого пользователя из чата.
",delete
"Убрать этого пользователя из чата.
",delete
"Исключить этого пользователя из чата.
",delete
"Удалить эту группу из списка чатов.
",delete
"Убрать эту группу из списка чатов.
",delete
"Стереть эту группу из списка чатов.
",delete
"Удалить этот чат из списка чатов.
",delete
"Убрать этот чат из списка чатов.
",delete
"Стереть этот чат из списка чатов.
",delete
"Удалить это уведомление.
",delete
"Стереть это уведомление из истории.
",delete
"Убрать это уведомление из истории.
",delete
"Удалить все уведомления от приложения.
",delete
"Стереть все уведомления от приложения.
",delete
"Убрать все уведомления от приложения.
",delete
"Удалить эту запись из истории.
",delete
"Стереть эту запись из истории.
",delete
"Убрать эту запись из истории.
",delete
"Удалить эту заметку.
",delete
"Стереть эту заметку из чата.
",delete
"Убрать эту заметку из истории.
",delete
"Удалить этот документ.
",delete
"Стереть этот документ из чата.
",delete
"Убрать этот документ из истории.
",delete
"Удалить это изображение.
",delete
"Стереть это изображение из чата.
",delete
"Убрать это изображение из истории.
",delete
"Удалить все сообщения в групповом чате кроме последнего.
",delete
"Удалить все сообщения в чате от пользователя кроме последнего.
",delete
"Удалить все сообщения в чате старше одного месяца.
",delete
"Удалить все сообщения в чате старше одного года.
",delete
"Удалить все сообщения в чате за определенный период времени.
",delete
"Удалить это сообщение.
",delete
"Убрать это из чата.
",delete
"Очистить этот диалог.
",delete
"Уничтожить это сообщение.
",delete
"Стереть это сообщение.
",delete
"Удалить весь диалог.
",delete
"Очистить все сообщения.
",delete
"Избавиться от этого диалога.
",delete
"Удалить это немедленно.
",delete
"Уничтожить всю переписку.
",delete
"Это сообщение должно быть удалено.
",delete
"Пожалуйста, удалите это сообщение.
",delete
"Это сообщение нужно стереть.
",delete
"Я бы хотел удалить это сообщение.
",delete
"Разрушить это сообщение.
",delete
"Удалить только что отправленное сообщение.
",delete
"Удалить последнее сообщение.
",delete
"Стереть последнее сообщение.
",delete
"Удалить все сообщения в этом диалоге.
",delete
"Удалить все сообщения за последний день.
",delete
"Убрать этот диалог из списка.
",delete
